"source","target","context","developer_comments"
"16098201000119104","Arthrofibrosis of joint of left hip","16098201000119104",""
"16098161000119109","Arthrofibrosis of right elbow","16098161000119109",""
"16098121000119104","Arthrofibrosis of left shoulder","16098121000119104",""
"16098081000119101","Arthrofibrosis of joint of left ankle region","16098081000119101",""
"16098041000119106","Arthrofibrosis of joint of right foot","16098041000119106",""
"16098001000119109","Arthrofibrosis of joint of bilateral shoulder regions","16098001000119109",""
"16097961000119107","Arthrofibrosis of joint of left foot","16097961000119107",""
"16097881000119109","Arthrofibrosis of joint of right hip","16097881000119109",""
"16097841000119104","Arthrofibrosis of joint of right wrist region","16097841000119104",""
"16097801000119101","Bilateral arthrofibrosis of joint of wrist regions","16097801000119101",""
"16097761000119109","Arthrofibrosis of joint of finger of right hand","16097761000119109",""
"16097721000119104","Arthrofibrosis of joint of right hand","16097721000119104",""
"16097681000119105","Arthrofibrosis of joint of left hand","16097681000119105",""
"16097641000119100","Arthrofibrosis of right knee","16097641000119100",""
"16097601000119102","Arthrofibrosis of left elbow","16097601000119102",""
"16097561000119102","Arthrofibrosis of bilateral feet","16097561000119102",""
"16097521000119107","Bilateral arthrofibrosis fibrosis of knees","16097521000119107",""
"16097481000119107","Arthrofibrosis of right shoulder","16097481000119107",""
"16097401000119104","Arthrofibrosis of bilateral hips","16097401000119104",""
"16097361000119108","Bilateral arthrofibrosis of joint of hands","16097361000119108",""
"16097321000119103","Bilateral arthrofibrosis of joint of ankle regions","16097321000119103",""
"16097281000119108","Arthrofibrosis of joint of right ankle region","16097281000119108",""
"16094681000119103","Long term custodial care facility patient","16094681000119103",""
"16091411000119109","Primary angiosarcoma of skin of lip","16091411000119109",""
"16091371000119108","Primary angiosarcoma of skin of temporal region","16091371000119108",""
"16091251000119109","Primary angiosarcoma of skin of nose","16091251000119109",""
"16091131000119108","Primary angiosarcoma of skin of forehead","16091131000119108",""
"16090091000119100","Congenital absence of left hand","16090091000119100",""
"16080411000119103","Mammographic bilateral calcification of breasts","16080411000119103",""
"16079691000119105","Imaging of central nervous system abnormal","16079691000119105",""
"16079091000119101","Low risk human papillomavirus deoxyribonucleic acid detected in specimen from vagina","16079091000119101",""
"16079051000119106","Low risk human papillomavirus deoxyribonucleic acid detected in specimen from anus","16079051000119106",""
"16079011000119105","Low risk human papillomavirus deoxyribonucleic acid detected in specimen from cervix","16079011000119105",""
"16077891000119104","Genetic predisposition to malignant neoplasm of prostate","16077891000119104",""
"16077531000119101","Acute hemorrhagic conjunctivitis of bilateral eyes caused by Enterovirus","16077531000119101",""
"16077171000119107","Tobacco dependence caused by chewing tobacco","16077171000119107",""
"16077131000119109","Tobacco dependence caused by chewing tobacco in remission","16077131000119109",""
"16077091000119107","Tobacco dependence caused by cigarettes","16077091000119107",""
"16077051000119102","Tobacco dependence caused by cigarettes in remission","16077051000119102",""
"16076691000119100","Episodic polysubstance dependence","16076691000119100",""
"16076131000119106","Chronic tophaceous gout of right elbow","16076131000119106",""
"16076051000119104","Chronic tophaceous gout of left elbow","16076051000119104",""
"16076011000119100","Chronic tophaceous gout of bilateral feet","16076011000119100",""
"16068571000119105","Gouty arthritis of bilateral wrist joints","16068571000119105",""
"16068531000119107","Gouty arthritis of bilateral elbows","16068531000119107",""
"16068491000119107","Gouty arthritis of bilateral knees","16068491000119107",""
"16068331000119102","Neonatal metabolic acidemia","16068331000119102",""
"16068291000119108","Dicentric chromosome","16068291000119108",""
"16068131000119104","Bilateral foreign body granuloma of soft tissue of feet","16068131000119104",""
"16068091000119101","Bilateral benign lipomatous neoplasm of skin and/or subcutaneous tissue of lower limbs","16068091000119101",""
"16068051000119106","Bilateral benign lipomatous neoplasm of skin and/or subcutaneous tissue of upper limbs","16068051000119106",""
"16067651000119101","Metastatic well-differentiated neuroendocrine neoplasm to peritoneum","16067651000119101",""
"16067571000119106","Metastatic well-differentiated neuroendocrine neoplasm to bone","16067571000119106",""
"16067291000119109","Allergy to hymenoptera venom","16067291000119109",""
"16067251000119104","Allergy to vegetable","16067251000119104",""
"16067171000119102","Allergy to food additive","16067171000119102",""
"16066851000119103","Bilateral upper limb pain at rest due to atherosclerosis","16066851000119103",""
"16066531000119106","Pain at rest of right upper limb due to atherosclerosis","16066531000119106",""
"16066331000119101","Pain at rest of left upper limb due to atherosclerosis","16066331000119101",""
"16065651000119107","Gangrene of left lower limb due to atherosclerosis of autologous bypass graft","16065651000119107",""
"16065611000119106","Gangrene of right lower limb due to atherosclerosis of autologous bypass graft","16065611000119106",""
"16064691000119103","Disorder due to and following toxic polyneuropathy","16064691000119103",""
"16064651000119108","Sequela of Guillain Barre syndrome","16064651000119108",""
"16064611000119107","Congenital hamartoma of iris of left eye","16064611000119107",""
"16064571000119103","Bilateral congenital hamartoma of irises","16064571000119103",""
"16064531000119101","Congenital hamartoma of iris","16064531000119101",""
"16064491000119101","Congenital hamartoma of iris of right eye","16064491000119101",""
"16060551000119103","Neonatal tuberculosis","16060551000119103",""
"16060351000119105","Neonatal exposure to tobacco smoke","16060351000119105",""
"16059391000119101","Bilateral localized swelling of thumbs","16059391000119101",""
"16059351000119106","Nasal step visual field defect of right eye","16059351000119106",""
"16059311000119105","Nasal step visual field defect of bilateral eyes","16059311000119105",""
"16059271000119105","Nasal step visual field defect of left eye","16059271000119105",""
"16059231000119107","Visual field defect of left eye","16059231000119107",""
"16059191000119103","Bilateral scotoma of eyes","16059191000119103",""
"16059151000119108","Scotoma of left eye","16059151000119108",""
"16059111000119107","Scotoma of right eye","16059111000119107",""
"16059071000119100","Visual field defect of right eye","16059071000119100",""
"16059031000119103","Bilateral visual defect of eyes","16059031000119103",""
"16058991000119105","Peripheral visual field defect of right eye","16058991000119105",""
"16058951000119100","Peripheral visual field defect of left eye","16058951000119100",""
"16058911000119101","Bilateral peripheral visual field defect","16058911000119101",""
"16058871000119104","Transplant failure of cornea of left eye","16058871000119104",""
"16058831000119102","Transplant rejection of cornea of right eye","16058831000119102",""
"16058791000119108","Bilateral corneal transplant rejection","16058791000119108",""
"16058751000119103","Bilateral transplant failure of corneas","16058751000119103",""
"16058711000119104","Transplant failure of cornea of right eye","16058711000119104",""
"16058671000119103","Transplant rejection of cornea of left eye","16058671000119103",""
"16058431000119104","White matter disease","16058431000119104",""
"16058391000119109","Disorder of right lumbosacral plexus","16058391000119109",""
"16058351000119104","Bilateral brachial plexopathy of upper limbs","16058351000119104",""
"16058311000119100","Disorder of left lumbosacral plexus","16058311000119100",""
"16058271000119100","Brachial plexopathy of left upper limb","16058271000119100",""
"16058231000119103","Brachial plexopathy of right upper limb","16058231000119103",""
"16058031000119107","Disorder of right trigeminal nerve","16058031000119107",""
"16057991000119109","Disorder of left trigeminal nerve","16057991000119109",""
"16057951000119104","Disorder of left facial nerve","16057951000119104",""
"16057911000119100","Right facial palsy House-Brackmann grade I","16057911000119100",""
"16057871000119103","Left facial palsy House-Brackmann grade I","16057871000119103",""
"16057831000119101","Left facial palsy House-Brackmann grade IV","16057831000119101",""
"16057791000119107","Right facial palsy House-Brackmann grade IV","16057791000119107",""
"16057751000119102","Left facial palsy House-Brackmann grade III","16057751000119102",""
"16057711000119103","Right facial palsy House-Brackmann grade III","16057711000119103",""
"16057671000119102","Left facial palsy House-Brackmann grade II","16057671000119102",""
"16057631000119100","Right facial palsy House-Brackmann grade II","16057631000119100",""
"16057591000119100","Left facial palsy House-Brackmann grade V","16057591000119100",""
"16057551000119105","Right facial palsy House-Brackmann grade V","16057551000119105",""
"16057511000119109","Left facial palsy House-Brackmann grade VI","16057511000119109",""
"16057471000119100","Right facial palsy House-Brackmann grade VI","16057471000119100",""
"16057431000119103","Disorder of right facial nerve","16057431000119103",""
"16057391000119108","Neuralgia of right glossopharyngeal nerve","16057391000119108",""
"16057351000119103","Neuralgia of left glossopharyngeal nerve","16057351000119103",""
"16055631000119106","Disorder of cardiovascular system co-occurrent and due to Marfan syndrome","16055631000119106",""
"16055431000119108","Hypotension following procedure","16055431000119108",""
"16055151000119105","Neonatal gastrointestinal hemorrhage","16055151000119105",""
"16055031000119100","Astigmatism of right eye following operative procedure","16055031000119100",""
"16054991000119101","Astigmatism of left eye following operative procedure","16054991000119101",""
"16054951000119106","Bilateral astigmatism following operative procedure","16054951000119106",""
"16054911000119105","Irregular astigmatism of right eye following operative procedure","16054911000119105",""
"16054871000119107","Irregular astigmatism of left eye following operative procedure","16054871000119107",""
"16054831000119109","Bilateral irregular astigmatism of eyes following operative procedure","16054831000119109",""
"16054791000119103","Bilateral infantile esotropia of eyes","16054791000119103",""
"16054751000119108","Infantile esotropia of left eye","16054751000119108",""
"16054711000119107","Infantile esotropia of right eye","16054711000119107",""
"16054671000119108","Paralytic strabismus of bilateral eyes","16054671000119108",""
"16054631000119105","Paralytic strabismus of left eye","16054631000119105",""
"16054591000119105","Paralytic strabismus of right eye","16054591000119105",""
"16054471000119105","Bilateral congenital hypoplasia of optic nerves","16054471000119105",""
"16054431000119107","Congenital hypoplasia of left optic nerve","16054431000119107",""
"16054391000119102","Congenital hypoplasia of right optic nerve","16054391000119102",""
"16054111000119108","Congenital glenoid dysplasia of left scapula","16054111000119108",""
"16054071000119101","Congenital glenoid dysplasia of right scapula","16054071000119101",""
"16054031000119104","Congenital glenoid dysplasia of bilateral scapulae","16054031000119104",""
"16053951000119108","Radiation polyneuropathy","16053951000119108",""
"16052751000119100","Bilateral disorder of tendon of thighs","16052751000119100",""
"16052711000119101","Tendinosis of left knee","16052711000119101",""
"16052671000119100","Bilateral tendinosis of shoulder","16052671000119100",""
"16052631000119103","Tendinosis of left shoulder","16052631000119103",""
"16052591000119103","Tendinosis of left biceps brachii","16052591000119103",""
"16052551000119108","Tendinosis of right knee","16052551000119108",""
"16052471000119103","Bilateral tendinosis of biceps brachii","16052471000119103",""
"16052431000119101","Tendinosis of right biceps brachii","16052431000119101",""
"16052391000119106","Bilateral disorder of tendon of forearms","16052391000119106",""
"16052351000119101","Bilateral tendinosis of knees","16052351000119101",""
"16052311000119102","Bilateral disorder of tendon of hands","16052311000119102",""
"16052271000119102","Bilateral elbow tendinitis","16052271000119102",""
"16052231000119100","Tendinitis of left quadriceps tendon","16052231000119100",""
"16052191000119109","Tendinitis of right quadriceps tendon","16052191000119109",""
"16052151000119104","Bilateral tendinitis of quadriceps tendon","16052151000119104",""
"16052111000119100","Tendinosis of right shoulder","16052111000119100",""
"16052071000119107","Nontraumatic rupture of triceps tendon of left upper limb","16052071000119107",""
"16052031000119109","Nontraumatic rupture of triceps tendon of right upper limb","16052031000119109",""
"16051991000119104","Nontraumatic rupture of right plantaris tendon","16051991000119104",""
"16051951000119109","Nontraumatic rupture of left plantaris tendon","16051951000119109",""
"16051911000119108","Bilateral nontraumatic plantaris tendon rupture","16051911000119108",""
"16051871000119105","Bilateral nontraumatic rupture of tendon of triceps brachii","16051871000119105",""
"16051591000119108","Arthropathy of right knee due to Behcet syndrome","16051591000119108",""
"16051551000119103","Arthropathy of left knee due to Behcet syndrome","16051551000119103",""
"16051111000119106","Arthritis of left knee joint due to and following immunization","16051111000119106",""
"16050951000119103","Arthritis of joint of left wrist region due to and following immunization","16050951000119103",""
"16050831000119100","Arthritis of intervertebral joint due to and following immunization","16050831000119100",""
"16050751000119101","Disorder of left glenohumeral joint following immunization","16050751000119101",""
"16050711000119102","Bilateral arthropathy of glenohumeral joints following immunization","16050711000119102",""
"16050591000119104","Arthritis of joint of right wrist region due to and following immunization","16050591000119104",""
"16050471000119104","Arthritis of joint of bilateral wrist regions due to and following immunization","16050471000119104",""
"16050391000119107","Arthritis of bilateral knee joints due to and following immunization","16050391000119107",""
"16050151000119100","Disorder of right glenohumeral joint following immunization","16050151000119100",""
"16050111000119101","Arthritis of right knee joint due to and following immunization","16050111000119101",""
"16050071000119108","Bilateral seropositive rheumatoid arthritis of feet","16050071000119108",""
"16048351000119102","Bilateral viral arthritis of shoulder region joints","16048351000119102",""
"16048311000119103","Bilateral viral arthritis of wrist joints","16048311000119103",""
"16048151000119100","Bilateral viral arthritis of ankle joints","16048151000119100",""
"16047871000119101","Viral arthritis of joint of right ankle","16047871000119101",""
"16047831000119104","Viral arthritis of joint of left ankle","16047831000119104",""
"16047231000119100","Hydroxyapatite deposition disease of left foot","16047231000119100",""
"16047191000119109","Hydroxyapatite deposition disease of right hip","16047191000119109",""
"16047151000119104","Hydroxyapatite deposition disease of bilateral hips","16047151000119104",""
"16047111000119100","Hydroxyapatite deposition disease of bilateral elbows","16047111000119100",""
"16047071000119107","Hydroxyapatite deposition disease of right hand","16047071000119107",""
"16047031000119109","Hydroxyapatite deposition disease of left knee","16047031000119109",""
"16046991000119109","Hydroxyapatite deposition disease of left wrist","16046991000119109",""
"16046951000119104","Hydroxyapatite deposition disease of right shoulder","16046951000119104",""
"16046871000119103","Hydroxyapatite deposition disease of left ankle","16046871000119103",""
"16046831000119101","Hydroxyapatite deposition disease of bilateral feet","16046831000119101",""
"16046791000119107","Hydroxyapatite deposition disease of right foot","16046791000119107",""
"16046751000119102","Hydroxyapatite deposition disease of bilateral knees","16046751000119102",""
"16046711000119103","Hydroxyapatite deposition disease of left hand","16046711000119103",""
"16046671000119102","Hydroxyapatite deposition disease of right elbow","16046671000119102",""
"16046631000119100","Hydroxyapatite deposition disease of left shoulder","16046631000119100",""
"16046591000119100","Hydroxyapatite deposition disease of left elbow","16046591000119100",""
"16046551000119105","Hydroxyapatite deposition disease of right ankle","16046551000119105",""
"16046511000119109","Hydroxyapatite deposition disease of bilateral hands","16046511000119109",""
"16046471000119100","Hydroxyapatite deposition disease of right knee","16046471000119100",""
"16046431000119103","Hydroxyapatite deposition disease of bilateral ankles","16046431000119103",""
"16046391000119108","Hydroxyapatite deposition disease of bilateral wrists","16046391000119108",""
"16046351000119103","Hydroxyapatite deposition disease of right wrist","16046351000119103",""
"16046311000119104","Hydroxyapatite deposition disease of left hip","16046311000119104",""
"16046271000119104","Hydroxyapatite deposition disease of bilateral shoulders","16046271000119104",""
"16046111000119102","Palindromic rheumatism of bilateral knees","16046111000119102",""
"16046071000119109","Palindromic rheumatism of joint of bilateral wrist regions","16046071000119109",""
"16046031000119106","Derangement of left shoulder joint","16046031000119106",""
"16045991000119100","Derangement of joint of bilateral feet","16045991000119100",""
"16045951000119105","Derangement of right ankle joint","16045951000119105",""
"16045831000119108","Derangement of joint of right foot","16045831000119108",""
"16045791000119102","Derangement of left sacroiliac joint","16045791000119102",""
"16045751000119107","Derangement of bilateral radiocarpal joints","16045751000119107",""
"16045471000119109","Derangement of bilateral ankle joints","16045471000119109",""
"16045351000119106","Derangement of right sacroiliac joint","16045351000119106",""
"16045311000119105","Derangement of joint of left foot","16045311000119105",""
"16045271000119105","Derangement of right shoulder joint","16045271000119105",""
"16045111000119107","Derangement of left ankle joint","16045111000119107",""
"16044751000119106","Polyarticular juvenile idiopathic arthritis","16044751000119106",""
"16044671000119106","Juvenile idiopathic arthritis of bilateral elbows","16044671000119106",""
"16044631000119108","Juvenile idiopathic arthritis of joint of bilateral wrist regions","16044631000119108",""
"16043231000119108","Monoarticular juvenile idiopathic arthritis","16043231000119108",""
"16041871000119108","Juvenile idiopathic arthritis of bilateral ankles","16041871000119108",""
"16041831000119105","Juvenile idiopathic arthritis of bilateral hips","16041831000119105",""
"16041791000119104","Juvenile idiopathic arthritis of bilateral knees","16041791000119104",""
"16041471000119106","Systemic onset juvenile idiopathic arthritis of left hip","16041471000119106",""
"16041431000119108","Systemic onset juvenile idiopathic arthritis of joint of right shoulder region","16041431000119108",""
"16041391000119103","Systemic onset juvenile idiopathic arthritis of bilateral feet","16041391000119103",""
"16041351000119108","Systemic onset juvenile idiopathic arthritis of left knee","16041351000119108",""
"16041311000119107","Systemic onset juvenile idiopathic arthritis of bilateral ankles","16041311000119107",""
"16041231000119109","Systemic onset juvenile idiopathic arthritis of right ankle","16041231000119109",""
"16041191000119100","Systemic onset juvenile idiopathic arthritis of joint of bilateral shoulder regions","16041191000119100",""
"16041111000119109","Systemic onset juvenile idiopathic arthritis of bilateral knees","16041111000119109",""
"16041071000119102","Systemic onset juvenile idiopathic arthritis of right knee","16041071000119102",""
"16041031000119100","Systemic onset juvenile idiopathic arthritis of right foot","16041031000119100",""
"16040951000119101","Systemic onset juvenile idiopathic arthritis of right hip","16040951000119101",""
"16040871000119100","Systemic onset juvenile idiopathic arthritis of bilateral hips","16040871000119100",""
"16040791000119109","Systemic onset juvenile idiopathic arthritis of right hand","16040791000119109",""
"16040671000119104","Systemic onset juvenile idiopathic arthritis of left foot","16040671000119104",""
"16040631000119102","Systemic onset juvenile idiopathic arthritis of joint of left shoulder region","16040631000119102",""
"16040591000119102","Systemic onset juvenile idiopathic arthritis of left hand","16040591000119102",""
"16040471000119102","Systemic onset juvenile idiopathic arthritis of left ankle","16040471000119102",""
"16040431000119100","Systemic onset juvenile idiopathic arthritis of bilateral hands","16040431000119100",""
"16040071000119106","Bilateral chronic tophaceous gout of hands","16040071000119106",""
"16040031000119108","Bilateral chronic tophaceous gout of elbows","16040031000119108",""
"16039831000119107","Bilateral chondromalacia of ankles","16039831000119107",""
"16039671000119106","Bilateral chondromalacia of shoulders","16039671000119106",""
"16039631000119108","Chondromalacia of right hip","16039631000119108",""
"16039591000119108","Bilateral chondromalacia of hips","16039591000119108",""
"16039551000119103","Chondromalacia of left hand","16039551000119103",""
"16039511000119104","Chondromalacia of right foot","16039511000119104",""
"16039471000119108","Chondromalacia of left foot","16039471000119108",""
"16039431000119105","Chondromalacia of left hip","16039431000119105",""
"16039391000119100","Chondromalacia of right shoulder","16039391000119100",""
"16039351000119105","Bilateral chondromalacia of hands","16039351000119105",""
"16039271000119109","Chondromalacia of right hand","16039271000119109",""
"16039191000119102","Chondromalacia of left shoulder","16039191000119102",""
"16038551000119105","Osteopathy of bilateral femurs following poliomyelitis","16038551000119105",""
"16038511000119109","Osteopathy of right femur following poliomyelitis","16038511000119109",""
"16038471000119100","Osteopathy of left femur following poliomyelitis","16038471000119100",""
"16038151000119101","Osteochondropathy of right ulna","16038151000119101",""
"16038111000119102","Osteochondropathy of right radius","16038111000119102",""
"16037871000119102","Osteochondropathy of left radius","16037871000119102",""
"16037831000119100","Osteochondropathy of left ulna","16037831000119100",""
"16037751000119101","Bilateral ulnar osteochondropathy","16037751000119101",""
"16037591000119104","Osteochondropathy of bilateral hands","16037591000119104",""
"16037431000119102","Epiphyseal arrest of bilateral forearms","16037431000119102",""
"16037391000119107","Epiphyseal arrest of bilateral humeri","16037391000119107",""
"16037351000119102","Epiphyseal arrest of bilateral lower legs","16037351000119102",""
"16037311000119103","Epiphyseal arrest of right forearm","16037311000119103",""
"16037271000119103","Epiphyseal arrest of right lower leg","16037271000119103",""
"16037231000119101","Epiphyseal arrest of bilateral femurs","16037231000119101",""
"16037191000119105","Epiphyseal arrest of left femur","16037191000119105",""
"16037151000119100","Epiphyseal arrest of left humerus","16037151000119100",""
"16037111000119101","Partial epiphyseal arrest of bilateral distal radii","16037111000119101",""
"16037071000119108","Partial epiphyseal arrest of bilateral distal tibias","16037071000119108",""
"16036991000119105","Partial epiphyseal arrest of bilateral distal femurs","16036991000119105",""
"16036831000119102","Epiphyseal arrest of right femur","16036831000119102",""
"16036791000119108","Epiphyseal arrest of left lower leg","16036791000119108",""
"16036751000119103","Epiphyseal arrest of right humerus","16036751000119103",""
"16036711000119104","Epiphyseal arrest of left forearm","16036711000119104",""
"16036631000119101","Complete epiphyseal arrest of bilateral proximal tibias","16036631000119101",""
"16036591000119101","Complete epiphyseal arrest of bilateral distal tibias","16036591000119101",""
"16036111000119103","Osteolysis of right foot","16036111000119103",""
"16036031000119107","Osteolysis of bilateral radii","16036031000119107",""
"16035951000119106","Osteolysis of right tibia","16035951000119106",""
"16035791000119103","Osteolysis of right humerus","16035791000119103",""
"16035751000119108","Osteolysis of bilateral femurs","16035751000119108",""
"16035711000119107","Osteolysis of right radius","16035711000119107",""
"16035671000119108","Osteolysis of left tibia","16035671000119108",""
"16035631000119105","Osteolysis of left foot","16035631000119105",""
"16035551000119100","Osteolysis of left radius","16035551000119100",""
"16035511000119101","Osteolysis of bilateral tibias","16035511000119101",""
"16035351000119107","Osteolysis of left humerus","16035351000119107",""
"16035191000119104","Osteolysis of bilateral feet","16035191000119104",""
"16034871000119106","Paget disease of bilateral feet","16034871000119106",""
"16034711000119106","Bone hypertrophy of left ulna","16034711000119106",""
"16034671000119107","Hypertrophy of right scapula","16034671000119107",""
"16034631000119109","Bone hypertrophy of left hand","16034631000119109",""
"16034591000119109","Hypertrophy of left scapula","16034591000119109",""
"16034551000119104","Bone hypertrophy of right humerus","16034551000119104",""
"16034511000119100","Bone hypertrophy of left fibula","16034511000119100",""
"16034471000119109","Bone hypertrophy of right clavicle","16034471000119109",""
"16034391000119101","Bone hypertrophy of left humerus","16034391000119101",""
"16034351000119106","Bilateral hypertrophy of bone of hands","16034351000119106",""
"16034311000119105","Bone hypertrophy of right femur","16034311000119105",""
"16034271000119105","Bilateral bone hypertrophy of ankles","16034271000119105",""
"16034231000119107","Bone hypertrophy of right foot","16034231000119107",""
"16034191000119103","Bone hypertrophy of bilateral humeri","16034191000119103",""
"16034151000119108","Bone hypertrophy of left tibia","16034151000119108",""
"16034111000119107","Hypertrophy of left radius","16034111000119107",""
"16034071000119100","Bone hypertrophy of left foot","16034071000119100",""
"16034031000119103","Bone hypertrophy of right ulna","16034031000119103",""
"16033991000119102","Bilateral hypertrophy of clavicles","16033991000119102",""
"16033951000119107","Bone hypertrophy of left femur","16033951000119107",""
"16033911000119106","Bilateral bone hypertrophy of feet","16033911000119106",""
"16033871000119108","Bone hypertrophy of right fibula","16033871000119108",""
"16033831000119105","Bone hypertrophy of right hand","16033831000119105",""
"16033711000119108","Bone hypertrophy of right tibia","16033711000119108",""
"16033591000119106","Hypertrophy of right radius","16033591000119106",""
"16033551000119101","Bone hypertrophy of bilateral tibias","16033551000119101",""
"16033471000119106","Hypertrophy of bilateral radii","16033471000119106",""
"16033431000119108","Bone hypertrophy of left clavicle","16033431000119108",""
"16033031000119100","Osteonecrosis of bilateral clavicles","16033031000119100",""
"16032991000119106","Osteonecrosis of bilateral fibulas","16032991000119106",""
"16032951000119101","Osteonecrosis of right lunate","16032951000119101",""
"16032911000119102","Osteonecrosis of bone of bilateral hands","16032911000119102",""
"16032871000119100","Osteonecrosis of bilateral lateral femoral condyles","16032871000119100",""
"16032831000119103","Osteonecrosis of bilateral radii","16032831000119103",""
"16032791000119109","Osteonecrosis of left lunate","16032791000119109",""
"16032751000119104","Osteonecrosis of bone of right elbow region","16032751000119104",""
"16032711000119100","Osteonecrosis of bone of left elbow region","16032711000119100",""
"16032671000119104","Avascular necrosis of left half of pelvis and right half of pelvis","16032671000119104",""
"16032631000119102","Bilateral osteonecrosis of humeri","16032631000119102",""
"16032591000119102","Osteonecrosis of left half of pelvis","16032591000119102",""
"16032551000119107","Osteonecrosis of bilateral lunate bones","16032551000119107",""
"16032511000119106","Osteonecrosis of bilateral tibias","16032511000119106",""
"16032471000119102","Osteonecrosis of bone of bilateral ankle regions","16032471000119102",""
"16032431000119100","Osteonecrosis of bone of bilateral elbow regions","16032431000119100",""
"16031751000119105","Osteonecrosis of bone of bilateral feet","16031751000119105",""
"16031471000119107","Bilateral osteonecrosis of femurs caused by drug","16031471000119107",""
"16030991000119107","Osteonecrosis of bilateral ulnas","16030991000119107",""
"16030951000119102","Osteonecrosis of right half of pelvis","16030951000119102",""
"16030911000119103","Subacute osteomyelitis of bilateral hands","16030911000119103",""
"16030871000119101","Subacute osteomyelitis of left ankle","16030871000119101",""
"16030671000119100","Subacute osteomyelitis of right ankle","16030671000119100",""
"16030551000119108","Subacute osteomyelitis of left tibia","16030551000119108",""
"16030511000119107","Subacute osteomyelitis of left foot","16030511000119107",""
"16030471000119103","Subacute osteomyelitis of bilateral ankles","16030471000119103",""
"16030311000119102","Subacute osteomyelitis of right foot","16030311000119102",""
"16030231000119100","Subacute osteomyelitis of right tibia","16030231000119100",""
"16030111000119100","Subacute osteomyelitis of right femur","16030111000119100",""
"16030071000119107","Subacute osteomyelitis of bilateral femurs","16030071000119107",""
"16029991000119101","Subacute osteomyelitis of bilateral tibias","16029991000119101",""
"16028711000119100","Exostosis of right calcaneus","16028711000119100",""
"16028671000119104","Exostosis of right shoulder","16028671000119104",""
"16028631000119102","Exostosis of right humerus","16028631000119102",""
"16028591000119102","Bilateral exostosis of femurs","16028591000119102",""
"16028551000119107","Exostosis of left fibula","16028551000119107",""
"16028511000119106","Exostosis of bilateral ulnas","16028511000119106",""
"16028471000119102","Bilateral exostosis of calcaneum","16028471000119102",""
"16028431000119100","Exostosis of bilateral fibulas","16028431000119100",""
"16028391000119105","Exostosis of right femur","16028391000119105",""
"16028351000119100","Exostosis of left foot","16028351000119100",""
"16028311000119101","Exostosis of left ulna","16028311000119101",""
"16028271000119101","Exostosis of bilateral shoulder girdles","16028271000119101",""
"16028231000119104","Exostosis of right foot","16028231000119104",""
"16028191000119108","Exostosis of bilateral hands","16028191000119108",""
"16028151000119103","Bilateral exostosis of foot","16028151000119103",""
"16028071000119106","Exostosis of left humerus","16028071000119106",""
"16028031000119108","Exostosis of right fibula","16028031000119108",""
"16027991000119105","Exostosis of left hand","16027991000119105",""
"16027951000119100","Exostosis of right tibia","16027951000119100",""
"16027911000119101","Exostosis of right hand","16027911000119101",""
"16027831000119102","Exostosis of left calcaneus","16027831000119102",""
"16027791000119108","Exostosis of right ulna","16027791000119108",""
"16027751000119103","Exostosis of left femur","16027751000119103",""
"16027711000119104","Exostosis of bilateral humeri","16027711000119104",""
"16027671000119103","Bilateral exostosis of tibias","16027671000119103",""
"16027591000119101","Exostosis of left shoulder","16027591000119101",""
"16027551000119106","Exostosis of left tibia","16027551000119106",""
"16027511000119105","Bilateral bone cyst of hands","16027511000119105",""
"16027431000119104","Bone cyst of bilateral humeri","16027431000119104",""
"16027391000119109","Bilateral tibia bone cyst","16027391000119109",""
"16027191000119107","Bone cyst of bilateral shoulder girdles","16027191000119107",""
"16027151000119102","Bilateral bone cyst of femurs","16027151000119102",""
"16027111000119103","Myokymia of left facial muscle","16027111000119103",""
"16027071000119105","Myokymia of right facial muscle","16027071000119105",""
"16027031000119107","Bilateral lower limb soft tissue mass","16027031000119107",""
"16026991000119107","Cerebrovascular accident due to left carotid artery stenosis","16026991000119107",""
"16026951000119102","Cerebrovascular accident due to right carotid artery stenosis","16026951000119102",""
"16026871000119101","Disorder of left suprascapular nerve","16026871000119101",""
"16026751000119100","Radiculopathy of thoracolumbar spine due to disc disorder","16026751000119100",""
"16026631000119103","Left Freys trigeminal nerve syndrome","16026631000119103",""
"16026591000119103","Right Freys trigeminal nerve syndrome","16026591000119103",""
"16026551000119108","Bilateral peripheral neuropathy of lower limbs","16026551000119108",""
"16026511000119107","Bilateral peripheral neuropathy of upper limbs","16026511000119107",""
"16026471000119103","Disorder of right suprascapular nerve","16026471000119103",""
"16026431000119101","Chronic venous thrombosis","16026431000119101",""
"16026391000119106","Thrombosis of aorta","16026391000119106",""
"16026351000119101","Congenital arteriovenous malformation of right upper limb","16026351000119101",""
"16026311000119102","Bilateral congenital arteriovenous malformation of lower limbs","16026311000119102",""
"16026271000119102","Bilateral congenital arteriovenous malformation of renal arteries and renal veins","16026271000119102",""
"16026231000119100","Congenital arteriovenous malformation of left upper limb","16026231000119100",""
"16026191000119109","Bilateral congenital arteriovenous malformation of upper limbs","16026191000119109",""
"16026151000119104","Congenital arteriovenous malformation of left lower limb","16026151000119104",""
"16026031000119109","Congenital arteriovenous malformation of right lower limb","16026031000119109",""
"16025831000119106","Acute aneurysm of right popliteal vein","16025831000119106",""
"16025711000119109","Acute aneurysm of left popliteal vein","16025711000119109",""
